source_column,raw_value,python_normalized
customers.customer_city,segredo,segredo
customers.customer_city,selbach,selbach
customers.customer_city,senador amaral,senador amaral
customers.customer_city,senador canedo,senador canedo
customers.customer_city,senador cortes,senador cortes
customers.customer_city,senador firmino,senador firmino
customers.customer_city,senador guiomard,senador guiomard
customers.customer_city,senador jose porfirio,senador jose porfirio
customers.customer_city,senador la rocque,senador la rocque
customers.customer_city,senador modestino goncalves,senador modestino goncalves
customers.customer_city,senador pompeu,senador pompeu
customers.customer_city,senador salgado filho,senador salgado filho
customers.customer_city,senges,senges
customers.customer_city,senhor do bonfim,senhor do bonfim
customers.customer_city,senhora de oliveira,senhora de oliveira
customers.customer_city,senhora dos remedios,senhora dos remedios
customers.customer_city,sento se,sento se
customers.customer_city,serafina correa,serafina correa
customers.customer_city,sericita,sericita
customers.customer_city,seringueiras,seringueiras
customers.customer_city,serio,serio
customers.customer_city,seropedica,seropedica
customers.customer_city,serra,serra
customers.customer_city,serra azul,serra azul
customers.customer_city,serra azul de minas,serra azul de minas
customers.customer_city,serra bonita,serra bonita
customers.customer_city,serra branca,serra branca
customers.customer_city,serra de sao bento,serra de sao bento
customers.customer_city,serra do ramalho,serra do ramalho
customers.customer_city,serra do salitre,serra do salitre
customers.customer_city,serra dos aimores,serra dos aimores
customers.customer_city,serra dos dourados,serra dos dourados
customers.customer_city,serra dourada,serra dourada
customers.customer_city,serra negra,serra negra
customers.customer_city,serra talhada,serra talhada
customers.customer_city,serrana,serrana
customers.customer_city,serrania,serrania
customers.customer_city,serranopolis,serranopolis
customers.customer_city,serranopolis de minas,serranopolis de minas
customers.customer_city,serranopolis do iguacu,serranopolis do iguacu
customers.customer_city,serrinha,serrinha
customers.customer_city,serrita,serrita
customers.customer_city,serro,serro
customers.customer_city,serrolandia,serrolandia
customers.customer_city,sertania,sertania
customers.customer_city,sertanopolis,sertanopolis
customers.customer_city,sertao,sertao
customers.customer_city,sertao santana,sertao santana
customers.customer_city,sertaozinho,sertaozinho
customers.customer_city,sete barras,sete barras
customers.customer_city,sete de setembro,sete de setembro
customers.customer_city,sete lagoas,sete lagoas
customers.customer_city,setubinha,setubinha
customers.customer_city,severiano melo,severiano melo
customers.customer_city,severinia,severinia
customers.customer_city,sideropolis,sideropolis
customers.customer_city,sidrolandia,sidrolandia
customers.customer_city,silva jardim,silva jardim
customers.customer_city,silvania,silvania
customers.customer_city,silvano,silvano
customers.customer_city,silvanopolis,silvanopolis
customers.customer_city,silveira carvalho,silveira carvalho
customers.customer_city,silveira martins,silveira martins
customers.customer_city,silveiras,silveiras
customers.customer_city,silvianopolis,silvianopolis
customers.customer_city,simao dias,simao dias
customers.customer_city,simao pereira,simao pereira
customers.customer_city,simoes filho,simoes filho
customers.customer_city,simolandia,simolandia
customers.customer_city,simonesia,simonesia
customers.customer_city,simplicio mendes,simplicio mendes
customers.customer_city,sinimbu,sinimbu
customers.customer_city,sinop,sinop
customers.customer_city,siqueira campos,siqueira campos
customers.customer_city,siriji,siriji
customers.customer_city,sirinhaem,sirinhaem
customers.customer_city,sitio do quinto,sitio do quinto
customers.customer_city,sitio novo,sitio novo
customers.customer_city,sitio novo do tocantins,sitio novo do tocantins
customers.customer_city,sobradinho,sobradinho
customers.customer_city,sobral,sobral
customers.customer_city,sobralia,sobralia
customers.customer_city,socorro,socorro
customers.customer_city,solanea,solanea
customers.customer_city,soledade,soledade
customers.customer_city,soledade de minas,soledade de minas
customers.customer_city,solonopole,solonopole
customers.customer_city,sombrio,sombrio
customers.customer_city,sonora,sonora
customers.customer_city,sooretama,sooretama
customers.customer_city,sorocaba,sorocaba
customers.customer_city,sorriso,sorriso
customers.customer_city,sousa,sousa
customers.customer_city,sucesso,sucesso
customers.customer_city,sucupira do norte,sucupira do norte
customers.customer_city,sud mennucci,sud mennucci
customers.customer_city,sulina,sulina
customers.customer_city,sumare,sumare
customers.customer_city,sume,sume
customers.customer_city,sumidouro,sumidouro
customers.customer_city,surubim,surubim
customers.customer_city,suzanapolis,suzanapolis
customers.customer_city,suzano,suzano
customers.customer_city,tabapora,tabapora
customers.customer_city,tabapua,tabapua
customers.customer_city,tabatinga,tabatinga
customers.customer_city,tabira,tabira
customers.customer_city,taboao da serra,taboao da serra
customers.customer_city,tabocas do brejo velho,tabocas do brejo velho
customers.customer_city,taboquinhas,taboquinhas
customers.customer_city,tabuleiro,tabuleiro
customers.customer_city,tabuleiro do norte,tabuleiro do norte
customers.customer_city,tacaratu,tacaratu
customers.customer_city,taciba,taciba
customers.customer_city,tacuru,tacuru
customers.customer_city,taguai,taguai
customers.customer_city,taguatinga,taguatinga
customers.customer_city,taiacu,taiacu
customers.customer_city,tailandia,tailandia
customers.customer_city,taio,taio
customers.customer_city,taiobeiras,taiobeiras
customers.customer_city,taiuva,taiuva
customers.customer_city,tamandare,tamandare
customers.customer_city,tamarana,tamarana
customers.customer_city,tambau,tambau
customers.customer_city,tamboara,tamboara
customers.customer_city,tanabi,tanabi
customers.customer_city,tangara,tangara
customers.customer_city,tangara da serra,tangara da serra
customers.customer_city,tangua,tangua
customers.customer_city,tanhacu,tanhacu
customers.customer_city,tanque d'arca,tanque d arca
customers.customer_city,tanque novo,tanque novo
customers.customer_city,taparuba,taparuba
customers.customer_city,tapejara,tapejara
customers.customer_city,tapera,tapera
customers.customer_city,taperuaba,taperuaba
customers.customer_city,tapes,tapes
customers.customer_city,tapinas,tapinas
customers.customer_city,tapirai,tapirai
customers.customer_city,tapiramuta,tapiramuta
customers.customer_city,tapiratiba,tapiratiba
customers.customer_city,tapurah,tapurah
customers.customer_city,taquara,taquara
customers.customer_city,taquaracu de minas,taquaracu de minas
customers.customer_city,taquarana,taquarana
customers.customer_city,taquari,taquari
customers.customer_city,taquaritinga,taquaritinga
customers.customer_city,taquaritinga do norte,taquaritinga do norte
customers.customer_city,taquarituba,taquarituba
customers.customer_city,taquarivai,taquarivai
customers.customer_city,taquarucu do sul,taquarucu do sul
customers.customer_city,tarabai,tarabai
customers.customer_city,taruma,taruma
customers.customer_city,tarumirim,tarumirim
customers.customer_city,tatui,tatui
customers.customer_city,taua,taua
customers.customer_city,taubate,taubate
customers.customer_city,tavares,tavares
customers.customer_city,tecainda,tecainda
customers.customer_city,teixeira,teixeira
customers.customer_city,teixeira de freitas,teixeira de freitas
customers.customer_city,teixeira soares,teixeira soares
customers.customer_city,teixeiras,teixeiras
customers.customer_city,tejupa,tejupa
customers.customer_city,telemaco borba,telemaco borba
customers.customer_city,telha,telha
customers.customer_city,tenente ananias,tenente ananias
customers.customer_city,tenente portela,tenente portela
customers.customer_city,teodoro sampaio,teodoro sampaio
customers.customer_city,teofilandia,teofilandia
customers.customer_city,teofilo otoni,teofilo otoni
customers.customer_city,teolandia,teolandia
customers.customer_city,teotonio vilela,teotonio vilela
customers.customer_city,terenos,terenos
customers.customer_city,teresina,teresina
customers.customer_city,teresina de goias,teresina de goias
customers.customer_city,teresopolis,teresopolis
customers.customer_city,terezinha,terezinha
customers.customer_city,termas de ibira,termas de ibira
customers.customer_city,terra boa,terra boa
customers.customer_city,terra de areia,terra de areia
customers.customer_city,terra nova,terra nova
customers.customer_city,terra nova do norte,terra nova do norte
customers.customer_city,terra rica,terra rica
customers.customer_city,terra roxa,terra roxa
customers.customer_city,teutonia,teutonia
customers.customer_city,tiangua,tiangua
customers.customer_city,tibagi,tibagi
customers.customer_city,tibau do sul,tibau do sul
customers.customer_city,tiete,tiete
customers.customer_city,tijucas,tijucas
customers.customer_city,timbauba,timbauba
customers.customer_city,timbe do sul,timbe do sul
customers.customer_city,timbo,timbo
customers.customer_city,timburi,timburi
customers.customer_city,timon,timon
customers.customer_city,timoteo,timoteo
customers.customer_city,tiradentes,tiradentes
customers.customer_city,tiradentes do sul,tiradentes do sul
customers.customer_city,tiros,tiros
customers.customer_city,tobias barreto,tobias barreto
customers.customer_city,tocantinopolis,tocantinopolis
customers.customer_city,tocantins,tocantins
customers.customer_city,tocos,tocos
customers.customer_city,tocos do moji,tocos do moji
customers.customer_city,toledo,toledo
customers.customer_city,tomar do geru,tomar do geru
customers.customer_city,tomazina,tomazina
customers.customer_city,tombos,tombos
customers.customer_city,tome-acu,tome acu
customers.customer_city,toritama,toritama
customers.customer_city,toropi,toropi
customers.customer_city,torres,torres
customers.customer_city,torrinha,torrinha
customers.customer_city,trabiju,trabiju
customers.customer_city,tracuateua,tracuateua
customers.customer_city,tracunhaem,tracunhaem
customers.customer_city,traipu,traipu
customers.customer_city,trairi,trairi
customers.customer_city,trajano de moraes,trajano de moraes
customers.customer_city,tramandai,tramandai
customers.customer_city,trancoso,trancoso
customers.customer_city,travessao,travessao
customers.customer_city,travesseiro,travesseiro
customers.customer_city,tremembe,tremembe
customers.customer_city,tres arroios,tres arroios
customers.customer_city,tres barras,tres barras
customers.customer_city,tres cachoeiras,tres cachoeiras
customers.customer_city,tres coracoes,tres coracoes
customers.customer_city,tres coroas,tres coroas
customers.customer_city,tres de maio,tres de maio
customers.customer_city,tres forquilhas,tres forquilhas
customers.customer_city,tres fronteiras,tres fronteiras
customers.customer_city,tres irmaos,tres irmaos
customers.customer_city,tres lagoas,tres lagoas
customers.customer_city,tres marias,tres marias
customers.customer_city,tres passos,tres passos
customers.customer_city,tres pontas,tres pontas
customers.customer_city,tres rios,tres rios
customers.customer_city,treviso,treviso
customers.customer_city,treze tilias,treze tilias
customers.customer_city,trindade,trindade
customers.customer_city,trindade do sul,trindade do sul
customers.customer_city,triunfo,triunfo
customers.customer_city,trombas,trombas
customers.customer_city,trombudo central,trombudo central
customers.customer_city,tubarao,tubarao
customers.customer_city,tucano,tucano
customers.customer_city,tucuma,tucuma
customers.customer_city,tucunduva,tucunduva
customers.customer_city,tucurui,tucurui
customers.customer_city,tuiuti,tuiuti
customers.customer_city,tumiritinga,tumiritinga
customers.customer_city,tunapolis,tunapolis
customers.customer_city,tunas do parana,tunas do parana
customers.customer_city,tupa,tupa
customers.customer_city,tupaciguara,tupaciguara
customers.customer_city,tupancireta,tupancireta
customers.customer_city,tupandi,tupandi
customers.customer_city,tuparece,tuparece
customers.customer_city,tuparendi,tuparendi
customers.customer_city,tuparetama,tuparetama
customers.customer_city,tupassi,tupassi
customers.customer_city,tupi paulista,tupi paulista
customers.customer_city,turmalina,turmalina
customers.customer_city,tururu,tururu
customers.customer_city,turvania,turvania
customers.customer_city,turvelandia,turvelandia
customers.customer_city,turvo,turvo
customers.customer_city,turvolandia,turvolandia
customers.customer_city,tutoia,tutoia
customers.customer_city,uaua,uaua
customers.customer_city,uba,uba
customers.customer_city,ubai,ubai
customers.customer_city,ubaira,ubaira
customers.customer_city,ubaitaba,ubaitaba
customers.customer_city,ubajara,ubajara
customers.customer_city,ubaporanga,ubaporanga
customers.customer_city,ubata,ubata
customers.customer_city,ubatuba,ubatuba
customers.customer_city,uberaba,uberaba
customers.customer_city,uberlandia,uberlandia
customers.customer_city,ubirajara,ubirajara
customers.customer_city,ubirata,ubirata
customers.customer_city,uchoa,uchoa
customers.customer_city,uibai,uibai
customers.customer_city,uirauna,uirauna
customers.customer_city,ulianopolis,ulianopolis
customers.customer_city,umbauba,umbauba
customers.customer_city,umburanas,umburanas
customers.customer_city,umburatiba,umburatiba
customers.customer_city,umuarama,umuarama
customers.customer_city,una,una
customers.customer_city,unai,unai
customers.customer_city,uniao,uniao
customers.customer_city,uniao da serra,uniao da serra
customers.customer_city,uniao da vitoria,uniao da vitoria
customers.customer_city,uniao de minas,uniao de minas
customers.customer_city,uniao do oeste,uniao do oeste
customers.customer_city,uniao do sul,uniao do sul
customers.customer_city,uniao dos palmares,uniao dos palmares
customers.customer_city,unistalda,unistalda
customers.customer_city,upanema,upanema
customers.customer_city,urai,urai
customers.customer_city,urandi,urandi
customers.customer_city,urania,urania
customers.customer_city,urbano santos,urbano santos
customers.customer_city,uruacu,uruacu
customers.customer_city,uruana,uruana
customers.customer_city,uruana de minas,uruana de minas
customers.customer_city,uruara,uruara
customers.customer_city,urubici,urubici
customers.customer_city,uruburetama,uruburetama
customers.customer_city,urucania,urucania
customers.customer_city,urucuca,urucuca
customers.customer_city,urucui,urucui
customers.customer_city,urucuia,urucuia
customers.customer_city,urucurituba,urucurituba
customers.customer_city,uruguaiana,uruguaiana
customers.customer_city,uruoca,uruoca
customers.customer_city,urupa,urupa
customers.customer_city,urupes,urupes
customers.customer_city,urussanga,urussanga
customers.customer_city,urutai,urutai
customers.customer_city,utinga,utinga
customers.customer_city,vacaria,vacaria
customers.customer_city,valao do barro,valao do barro
customers.customer_city,vale do sol,vale do sol
customers.customer_city,vale real,vale real
customers.customer_city,valenca,valenca
customers.customer_city,valenca do piaui,valenca do piaui
customers.customer_city,valente,valente
customers.customer_city,valentim gentil,valentim gentil
customers.customer_city,valinhos,valinhos
customers.customer_city,valparaiso,valparaiso
customers.customer_city,valparaiso de goias,valparaiso de goias
customers.customer_city,vanini,vanini
customers.customer_city,vargeao,vargeao
customers.customer_city,vargem,vargem
customers.customer_city,vargem alegre,vargem alegre
customers.customer_city,vargem alta,vargem alta
customers.customer_city,vargem bonita,vargem bonita
customers.customer_city,vargem grande,vargem grande
customers.customer_city,vargem grande do rio pardo,vargem grande do rio pardo
customers.customer_city,vargem grande do soturno,vargem grande do soturno
customers.customer_city,vargem grande do sul,vargem grande do sul
customers.customer_city,vargem grande paulista,vargem grande paulista
customers.customer_city,varginha,varginha
customers.customer_city,varjao de minas,varjao de minas
customers.customer_city,varjota,varjota
customers.customer_city,varre-sai,varre sai
customers.customer_city,varzea,varzea
customers.customer_city,varzea alegre,varzea alegre
customers.customer_city,varzea da palma,varzea da palma
customers.customer_city,varzea do poco,varzea do poco
customers.customer_city,varzea grande,varzea grande
customers.customer_city,varzea nova,varzea nova
customers.customer_city,varzea paulista,varzea paulista
customers.customer_city,varzedo,varzedo
customers.customer_city,varzelandia,varzelandia
customers.customer_city,vassouras,vassouras
customers.customer_city,vazante,vazante
customers.customer_city,venancio aires,venancio aires
customers.customer_city,venda branca,venda branca
customers.customer_city,venda nova do imigrante,venda nova do imigrante
customers.customer_city,ventania,ventania
customers.customer_city,venturosa,venturosa
customers.customer_city,vera,vera
customers.customer_city,vera cruz,vera cruz
customers.customer_city,vera cruz do oeste,vera cruz do oeste
customers.customer_city,veranopolis,veranopolis
customers.customer_city,vere,vere
customers.customer_city,vereda,vereda
customers.customer_city,verissimo,verissimo
customers.customer_city,vermelho,vermelho
customers.customer_city,vermelho novo,vermelho novo
customers.customer_city,vertentes,vertentes
customers.customer_city,vespasiano,vespasiano
customers.customer_city,vespasiano correa,vespasiano correa
customers.customer_city,viamao,viamao
customers.customer_city,viana,viana
customers.customer_city,vianopolis,vianopolis
customers.customer_city,vicencia,vicencia
customers.customer_city,vicente dutra,vicente dutra
customers.customer_city,vicentina,vicentina
customers.customer_city,vicentinopolis,vicentinopolis
customers.customer_city,vicosa,vicosa
customers.customer_city,vicosa do ceara,vicosa do ceara
customers.customer_city,victor graeff,victor graeff
customers.customer_city,videira,videira
customers.customer_city,vieiras,vieiras
customers.customer_city,vigia,vigia
customers.customer_city,vila bela da santissima trindade,vila bela da santissima trindade
customers.customer_city,vila dos cabanos,vila dos cabanos
customers.customer_city,vila flor,vila flor
customers.customer_city,vila flores,vila flores
customers.customer_city,vila langaro,vila langaro
customers.customer_city,vila muriqui,vila muriqui
customers.customer_city,vila nelita,vila nelita
customers.customer_city,vila nova,vila nova
customers.customer_city,vila nova do sul,vila nova do sul
customers.customer_city,vila pereira,vila pereira
customers.customer_city,vila reis,vila reis
customers.customer_city,vila rica,vila rica
customers.customer_city,vila valerio,vila valerio
customers.customer_city,vila velha,vila velha
customers.customer_city,vilhena,vilhena
customers.customer_city,vinhedo,vinhedo
customers.customer_city,viradouro,viradouro
customers.customer_city,virgem da lapa,virgem da lapa
customers.customer_city,virginia,virginia
customers.customer_city,virginopolis,virginopolis
customers.customer_city,virgolandia,virgolandia
customers.customer_city,visconde de maua,visconde de maua
customers.customer_city,visconde do rio branco,visconde do rio branco
customers.customer_city,viseu,viseu
customers.customer_city,vista alegre,vista alegre
customers.customer_city,vista alegre do alto,vista alegre do alto
customers.customer_city,vitoria,vitoria
customers.customer_city,vitoria da conquista,vitoria da conquista
customers.customer_city,vitoria das missoes,vitoria das missoes
customers.customer_city,vitoria de santo antao,vitoria de santo antao
customers.customer_city,vitoria do jari,vitoria do jari
customers.customer_city,vitoria do mearim,vitoria do mearim
customers.customer_city,vitorino,vitorino
customers.customer_city,vitorino freire,vitorino freire
customers.customer_city,vitorinos,vitorinos
customers.customer_city,volta grande,volta grande
customers.customer_city,volta redonda,volta redonda
customers.customer_city,votorantim,votorantim
customers.customer_city,votuporanga,votuporanga
customers.customer_city,wagner,wagner
customers.customer_city,wanderley,wanderley
customers.customer_city,wenceslau braz,wenceslau braz
customers.customer_city,wenceslau guimaraes,wenceslau guimaraes
customers.customer_city,werneck,werneck
customers.customer_city,witmarsum,witmarsum
customers.customer_city,xambioa,xambioa
customers.customer_city,xambre,xambre
customers.customer_city,xangri-la,xangri la
customers.customer_city,xanxere,xanxere
customers.customer_city,xapuri,xapuri
customers.customer_city,xavantina,xavantina
customers.customer_city,xaxim,xaxim
customers.customer_city,xexeu,xexeu
customers.customer_city,xinguara,xinguara
customers.customer_city,xique-xique,xique xique
customers.customer_city,zacarias,zacarias
customers.customer_city,ze doca,ze doca
customers.customer_city,zortea,zortea
customers.customer_state,AC,ac
customers.customer_state,AL,al
customers.customer_state,AM,am
customers.customer_state,AP,ap
customers.customer_state,BA,ba
customers.customer_state,CE,ce
customers.customer_state,DF,df
customers.customer_state,ES,es
customers.customer_state,GO,go
customers.customer_state,MA,ma
customers.customer_state,MG,mg
customers.customer_state,MS,ms
customers.customer_state,MT,mt
customers.customer_state,PA,pa
customers.customer_state,PB,pb
customers.customer_state,PE,pe
customers.customer_state,PI,pi
customers.customer_state,PR,pr
customers.customer_state,RJ,rj
customers.customer_state,RN,rn
customers.customer_state,RO,ro
customers.customer_state,RR,rr
customers.customer_state,RS,rs
customers.customer_state,SC,sc
customers.customer_state,SE,se
customers.customer_state,SP,sp
customers.customer_state,TO,to
geolocation.geolocation_city,* cidade,cidade
geolocation.geolocation_city,...arraial do cabo,arraial do cabo
geolocation.geolocation_city,4o. centenario,4o centenario
geolocation.geolocation_city,4º centenario,4 centenario
geolocation.geolocation_city,abadia de goias,abadia de goias
geolocation.geolocation_city,abadia dos dourados,abadia dos dourados
geolocation.geolocation_city,abadiania,abadiania
geolocation.geolocation_city,abadiânia,abadiania
geolocation.geolocation_city,abaete,abaete
geolocation.geolocation_city,abaetetuba,abaetetuba
geolocation.geolocation_city,abaeté,abaete
geolocation.geolocation_city,abaiara,abaiara
geolocation.geolocation_city,abaira,abaira
geolocation.geolocation_city,abare,abare
geolocation.geolocation_city,abaré,abare
geolocation.geolocation_city,abatia,abatia
geolocation.geolocation_city,abatiá,abatia
geolocation.geolocation_city,abaíra,abaira
geolocation.geolocation_city,abdon batista,abdon batista
geolocation.geolocation_city,abel figueiredo,abel figueiredo
geolocation.geolocation_city,abelardo luz,abelardo luz
geolocation.geolocation_city,abrantes,abrantes
geolocation.geolocation_city,abre campo,abre campo
geolocation.geolocation_city,abreu e lima,abreu e lima
geolocation.geolocation_city,abreulândia,abreulandia
geolocation.geolocation_city,abreus,abreus
geolocation.geolocation_city,acaiaca,acaiaca
geolocation.geolocation_city,acailandia,acailandia
geolocation.geolocation_city,acajutiba,acajutiba
geolocation.geolocation_city,acara,acara
geolocation.geolocation_city,acarape,acarape
geolocation.geolocation_city,acarau,acarau
geolocation.geolocation_city,acaraú,acarau
geolocation.geolocation_city,acari,acari
geolocation.geolocation_city,acará,acara
geolocation.geolocation_city,acaua,acaua
geolocation.geolocation_city,acauã,acaua
geolocation.geolocation_city,acegua,acegua
geolocation.geolocation_city,aceguá,acegua
geolocation.geolocation_city,acioli,acioli
geolocation.geolocation_city,acopiara,acopiara
geolocation.geolocation_city,acorizal,acorizal
geolocation.geolocation_city,acrelandia,acrelandia
geolocation.geolocation_city,acrelândia,acrelandia
geolocation.geolocation_city,acreuna,acreuna
geolocation.geolocation_city,acreúna,acreuna
geolocation.geolocation_city,acu,acu
geolocation.geolocation_city,acucena,acucena
geolocation.geolocation_city,acupe,acupe
geolocation.geolocation_city,adamantina,adamantina
geolocation.geolocation_city,adao colares,adao colares
geolocation.geolocation_city,adelandia,adelandia
geolocation.geolocation_city,adhemar de barros,adhemar de barros
geolocation.geolocation_city,adolfo,adolfo
geolocation.geolocation_city,adrianopolis,adrianopolis
geolocation.geolocation_city,adrianópolis,adrianopolis
geolocation.geolocation_city,adustina,adustina
geolocation.geolocation_city,afogados da ingazeira,afogados da ingazeira
geolocation.geolocation_city,afonso arinos,afonso arinos
geolocation.geolocation_city,afonso bezerra,afonso bezerra
geolocation.geolocation_city,afonso claudio,afonso claudio
geolocation.geolocation_city,afonso cláudio,afonso claudio
geolocation.geolocation_city,afonso cunha,afonso cunha
geolocation.geolocation_city,afranio,afranio
geolocation.geolocation_city,afrânio,afranio
geolocation.geolocation_city,afua,afua
geolocation.geolocation_city,afuá,afua
geolocation.geolocation_city,agisse,agisse
geolocation.geolocation_city,agrestina,agrestina
geolocation.geolocation_city,agricolandia,agricolandia
geolocation.geolocation_city,agricolândia,agricolandia
geolocation.geolocation_city,agrolandia,agrolandia
geolocation.geolocation_city,agrolândia,agrolandia
geolocation.geolocation_city,agronomica,agronomica
geolocation.geolocation_city,agronômica,agronomica
geolocation.geolocation_city,agua azul do norte,agua azul do norte
geolocation.geolocation_city,agua boa,agua boa
geolocation.geolocation_city,agua branca,agua branca
geolocation.geolocation_city,agua branca de minas,agua branca de minas
geolocation.geolocation_city,agua clara,agua clara
geolocation.geolocation_city,agua comprida,agua comprida
geolocation.geolocation_city,agua doce,agua doce
geolocation.geolocation_city,agua doce do maranhao,agua doce do maranhao
geolocation.geolocation_city,agua doce do norte,agua doce do norte
geolocation.geolocation_city,agua fria,agua fria
geolocation.geolocation_city,agua fria de goias,agua fria de goias
geolocation.geolocation_city,agua limpa,agua limpa
geolocation.geolocation_city,agua nova,agua nova
geolocation.geolocation_city,agua preta,agua preta
geolocation.geolocation_city,agua santa,agua santa
geolocation.geolocation_city,agua vermelha,agua vermelha
geolocation.geolocation_city,aguai,aguai
geolocation.geolocation_city,aguanil,aguanil
geolocation.geolocation_city,aguas belas,aguas belas
geolocation.geolocation_city,aguas claras,aguas claras
geolocation.geolocation_city,aguas da prata,aguas da prata
geolocation.geolocation_city,aguas de chapeco,aguas de chapeco
geolocation.geolocation_city,aguas de lindoia,aguas de lindoia
geolocation.geolocation_city,aguas de santa barbara,aguas de santa barbara
geolocation.geolocation_city,aguas de sao pedro,aguas de sao pedro
geolocation.geolocation_city,aguas ferreas,aguas ferreas
geolocation.geolocation_city,aguas formosas,aguas formosas
geolocation.geolocation_city,aguas frias,aguas frias
geolocation.geolocation_city,aguas lindas de goias,aguas lindas de goias
geolocation.geolocation_city,aguas mornas,aguas mornas
geolocation.geolocation_city,aguas vermelhas,aguas vermelhas
geolocation.geolocation_city,aguaí,aguai
geolocation.geolocation_city,agudo,agudo
geolocation.geolocation_city,agudos,agudos
geolocation.geolocation_city,agudos do sul,agudos do sul
geolocation.geolocation_city,aguia branca,aguia branca
geolocation.geolocation_city,aguiar,aguiar
geolocation.geolocation_city,aguiarnopolis,aguiarnopolis
geolocation.geolocation_city,aguiarnópolis,aguiarnopolis
geolocation.geolocation_city,agulha,agulha
geolocation.geolocation_city,aimores,aimores
geolocation.geolocation_city,aimorés,aimores
geolocation.geolocation_city,aiquara,aiquara
geolocation.geolocation_city,aiuaba,aiuaba
geolocation.geolocation_city,aiuruoca,aiuruoca
geolocation.geolocation_city,ajuricaba,ajuricaba
geolocation.geolocation_city,alagoa,alagoa
geolocation.geolocation_city,alagoa grande,alagoa grande
geolocation.geolocation_city,alagoa nova,alagoa nova
geolocation.geolocation_city,alagoinha,alagoinha
geolocation.geolocation_city,alagoinha do piaui,alagoinha do piaui
geolocation.geolocation_city,alagoinha do piauí,alagoinha do piaui
geolocation.geolocation_city,alagoinhas,alagoinhas
geolocation.geolocation_city,alambari,alambari
geolocation.geolocation_city,albertina,albertina
geolocation.geolocation_city,alberto isaacson,alberto isaacson
geolocation.geolocation_city,alcantara,alcantara
geolocation.geolocation_city,alcantaras,alcantaras
geolocation.geolocation_city,alcantil,alcantil
geolocation.geolocation_city,alcinopolis,alcinopolis
geolocation.geolocation_city,alcinópolis,alcinopolis
geolocation.geolocation_city,alcobaca,alcobaca
geolocation.geolocation_city,alcobaça,alcobaca
geolocation.geolocation_city,alcântara,alcantara
geolocation.geolocation_city,alcântaras,alcantaras
geolocation.geolocation_city,aldeia,aldeia
geolocation.geolocation_city,aldeias altas,aldeias altas
geolocation.geolocation_city,alecrim,alecrim
geolocation.geolocation_city,alegre,alegre
geolocation.geolocation_city,alegrete,alegrete
geolocation.geolocation_city,alegrete do piaui,alegrete do piaui
geolocation.geolocation_city,alegrete do piauí,alegrete do piaui
geolocation.geolocation_city,alegria,alegria
geolocation.geolocation_city,alem paraiba,alem paraiba
geolocation.geolocation_city,alenquer,alenquer
geolocation.geolocation_city,alexandra,alexandra
geolocation.geolocation_city,alexandria,alexandria
geolocation.geolocation_city,alexandrita,alexandrita
geolocation.geolocation_city,alexania,alexania
geolocation.geolocation_city,alexânia,alexania
geolocation.geolocation_city,alfenas,alfenas
geolocation.geolocation_city,alfredo chaves,alfredo chaves
geolocation.geolocation_city,alfredo guedes,alfredo guedes
geolocation.geolocation_city,alfredo marcondes,alfredo marcondes
geolocation.geolocation_city,alfredo vasconcelos,alfredo vasconcelos
geolocation.geolocation_city,alfredo wagner,alfredo wagner
geolocation.geolocation_city,algodão de jandaíra,algodao de jandaira
geolocation.geolocation_city,algodões,algodoes
geolocation.geolocation_city,alhandra,alhandra
geolocation.geolocation_city,alianca,alianca
geolocation.geolocation_city,alianca do tocantins,alianca do tocantins
geolocation.geolocation_city,aliança,alianca
geolocation.geolocation_city,aliança do tocantins,alianca do tocantins
geolocation.geolocation_city,almadina,almadina
geolocation.geolocation_city,almas,almas
geolocation.geolocation_city,almeirim,almeirim
geolocation.geolocation_city,almenara,almenara
geolocation.geolocation_city,almino afonso,almino afonso
geolocation.geolocation_city,almirante tamandare,almirante tamandare
geolocation.geolocation_city,almirante tamandare do sul,almirante tamandare do sul
geolocation.geolocation_city,almirante tamandaré,almirante tamandare
geolocation.geolocation_city,almirante tamandaré do sul,almirante tamandare do sul
geolocation.geolocation_city,aloandia,aloandia
geolocation.geolocation_city,aloândia,aloandia
geolocation.geolocation_city,alpercata,alpercata
geolocation.geolocation_city,alpestre,alpestre
geolocation.geolocation_city,alpinopolis,alpinopolis
geolocation.geolocation_city,alpinópolis,alpinopolis
geolocation.geolocation_city,alta alegre dos parecis,alta alegre dos parecis
geolocation.geolocation_city,alta floresta,alta floresta
geolocation.geolocation_city,alta floresta d'oeste,alta floresta d oeste
geolocation.geolocation_city,alta floresta do oeste,alta floresta do oeste
geolocation.geolocation_city,alta floresta doeste,alta floresta doeste
geolocation.geolocation_city,altair,altair
geolocation.geolocation_city,altamira,altamira
geolocation.geolocation_city,altamira do maranhao,altamira do maranhao
geolocation.geolocation_city,altamira do parana,altamira do parana
geolocation.geolocation_city,altamira do paraná,altamira do parana
geolocation.geolocation_city,altaneira,altaneira
geolocation.geolocation_city,alterosa,alterosa
geolocation.geolocation_city,altinho,altinho
geolocation.geolocation_city,altinopolis,altinopolis
geolocation.geolocation_city,altinópolis,altinopolis
geolocation.geolocation_city,alto alegre,alto alegre
geolocation.geolocation_city,alto alegre do iguacu,alto alegre do iguacu
